epoch,tr_loss,tr_f1_action,tr_f1_point,tr_auc_sgp,tr_overall,val_loss,val_f1_action,val_f1_point,val_auc_sgp,val_overall
23,3.7978424884749935,0.22181044358828594,0.19778073120216666,0.5373705345687813,0.2753105768299373,3.913053742821714,0.23319010853309244,0.1771480546479211,0.5086958679610758,0.2658744388646206
24,3.787280526552675,0.22329853280182235,0.19792112897836037,0.5394358685380141,0.2763750384196759,3.9113221985528774,0.2336069663371652,0.17638182570019312,0.5075814270755046,0.2655118022300443
25,3.7760699350452036,0.2241493697153971,0.20019085055100003,0.5404851648363294,0.27783312107382474,3.9023975479268582,0.24279556043548026,0.18130261902041528,0.504847317937059,0.27060873536977004
26,3.7734167996197336,0.22494916802557174,0.19895101533167653,0.5370672420206373,0.2769735217470268,3.901804309024989,0.23883286145611432,0.1794403273096143,0.5053991218416033,0.2683890998746121
27,3.7525184004977445,0.23040904822140834,0.2013875549497212,0.5399162250187319,0.2807018862721982,3.8889377243422274,0.25040842204332353,0.18097127420007983,0.5070209529153517,0.2739560690804317
28,3.7591792495542706,0.22868534841104923,0.2013086533741142,0.5402268048118672,0.28004296167643883,3.88985579927391,0.24631294372914989,0.1816192052867436,0.5066240563128739,0.2724976708689322
29,3.74262310248846,0.23321641168929957,0.20340800648136384,0.540722794981754,0.2827943262646162,3.89493647542698,0.24551548917892757,0.17913584277270447,0.5062026667126045,0.27110106612317375
30,3.7391669030786363,0.23365231752548882,0.20397148270062687,0.5416670614066278,0.2833829323717718,3.8722645144596277,0.25803973190685064,0.18511174475591977,0.507573800286107,0.2787753507223296
31,3.7345284589046104,0.23465948904347228,0.2040716574895251,0.541388983021322,0.28377025521746335,3.86849055928976,0.2633110347261641,0.18651251647542794,0.5061019247929507,0.28114980543922696
32,3.7388339652347695,0.2360285606083747,0.2020887716815556,0.5408288868925362,0.28341271029447934,3.873767154610417,0.257255618343173,0.1804774883498298,0.5020877482230623,0.27551079232181364
33,3.7262226814536996,0.23906296368959168,0.20332184041584295,0.5393193208667754,0.28481778581552897,3.859283861712875,0.2619146253831609,0.18612556634075575,0.5054706467073462,0.28031020603103596
34,3.7094045191722476,0.24209141425741065,0.20830234123191374,0.5420268235757,0.2885628669108698,3.8634119241779836,0.2632047321886208,0.18514394625198222,0.5027003008332058,0.27987953154288236
35,3.706818879308482,0.2422655433748047,0.20649280204521658,0.5447383649781995,0.2884510111636484,3.861018081320409,0.25653233766984984,0.18439624809957786,0.5022210652606156,0.2768156473598942
36,3.7005219043664943,0.2462692058487019,0.20814737105986722,0.5414971098887402,0.2900660527411757,3.853549107584255,0.26167358796081835,0.18177717756368866,0.5038068493197985,0.2781416760737625
37,3.695644669320991,0.24527689021303511,0.20943389950381838,0.5490439773156044,0.2916931113498623,3.858838841922558,0.2572643458440608,0.18318982955351296,0.5052110892303624,0.277223888005102
38,3.691034347693339,0.24831306104121242,0.2076181467354244,0.5440594500871008,0.2911843731280749,3.85684236484896,0.2679004794556599,0.1856332126537195,0.5061666955864909,0.28264681596104996
39,3.686550676902884,0.24983350946744393,0.21065926969387805,0.5485375183297513,0.29390461533047907,3.84959055255878,0.26598961615664474,0.18456493928587203,0.506660672490827,0.28155395667517213
40,3.686590348470901,0.24805276785645483,0.21031690003201176,0.5458222844885021,0.2925123240530871,3.8452008149334205,0.2595415887689433,0.18924209468045267,0.5061133649770471,0.2807361463751678
41,3.6831522905650083,0.249620737112501,0.2086149257962569,0.544100098133045,0.2921142847901122,3.8418065751453057,0.2711002413699968,0.1896500019821895,0.5079129837210543,0.2858826940850854
42,3.6690766875548126,0.25106746751660625,0.21085606469428453,0.5479403468236593,0.2943574822490882,3.85373253688634,0.26813975779168114,0.18253771315241568,0.5073587324139421,0.28174273486042717
43,3.6631720975462554,0.2525835752002436,0.2099999548878785,0.5497597047709206,0.294985352989433,3.8447543156109867,0.2686129849604902,0.18542475716551693,0.5076673517749607,0.283148567205395
44,3.6534956457797803,0.25529496484363107,0.21238864589708145,0.5519237338531882,0.2974581910669227,3.842951663186617,0.2732035443097115,0.1867797672181573,0.5076650371771834,0.28552633204658423
45,3.648449967526812,0.25474448161111946,0.21376747972659899,0.5521683861599921,0.29783846176708584,3.8283140978709187,0.27638387627261024,0.1899154280769661,0.5061713816983844,0.2877539980795074
46,3.6529977468590715,0.2554809537201072,0.21217899497252138,0.551497450455904,0.29736346956823223,3.843660515045451,0.26575526746485534,0.18798511472700336,0.5095088230000898,0.28339791747676146
47,3.6499593963854084,0.25672762867416155,0.2147751054351077,0.549133095928386,0.2984277128293849,3.85566755395812,0.26730697815047544,0.18542500325293268,0.5077807480939383,0.2826489421801509
48,3.645874818979009,0.25575842089963624,0.21184010591407226,0.5505943667852455,0.29715828408253253,3.837648513532502,0.27727816576793474,0.18457285572092016,0.5079754209447042,0.2863354927844828
49,3.633986877657042,0.2586407211795274,0.2150343974190589,0.5489389729855516,0.2992578420365448,3.8230891123738986,0.2782924357927355,0.18742716172828117,0.5058156545809628,0.28745096992459923
50,3.630965300363615,0.2611562027925108,0.21263841941251616,0.5527693800923008,0.30007172490047096,3.8211968932939095,0.28745917480140826,0.18883376511944877,0.5062710422076011,0.29177138440986305
51,3.627622977240089,0.2589674342487381,0.21490349524510294,0.5486371313018878,0.299275798057914,3.818124548297062,0.2762212247970198,0.1875423095530981,0.5053540441012836,0.2865762225603039
52,3.6254173763988797,0.2581872515256125,0.215948812915997,0.5508765446006282,0.29982973469676943,3.8180071839662357,0.2770240172419263,0.1854422871466433,0.5069536967750179,0.28637726111043144
53,3.6242365917960537,0.2611311980988274,0.2149149055409924,0.5493688335925205,0.30029220817443203,3.816735811322649,0.2817822298904547,0.19460739193270618,0.5094032242195261,0.2924364935731696
54,3.6137876130690647,0.26337197053840944,0.21837728642588933,0.5564342819336955,0.30398655917245865,3.8162623253938195,0.26834612067595187,0.18898246003244382,0.5083940026722601,0.2846102328178103
55,3.6145052723736977,0.2640954190994602,0.21956703169134212,0.552533423322654,0.30397166498085176,3.814179252612628,0.28144011743554204,0.1881290197645124,0.5061735065750324,0.2890623561950283
56,3.6161614142709273,0.26441166404795075,0.21806691137480838,0.5526171494422576,0.3035148600575552,3.8182986309966567,0.2722124045163912,0.19016061936167575,0.5092199536086306,0.2867932002729529
57,3.5993345537224175,0.26490699108528243,0.21833273892881505,0.5553343671533655,0.30436276543631213,3.8275354807250594,0.27393008388341483,0.18920146207254118,0.508330559926625,0.28691873036770743
58,3.6070971986968297,0.2632386671117912,0.21956875490337255,0.5520528993908324,0.303533548684232,3.8074426710419935,0.28061206979069436,0.18965188552810425,0.5074697003024649,0.28959952218801244
59,3.6000819211371975,0.2643912405633395,0.21971716638804586,0.5579509904585782,0.3052335608722698,3.8112782629850868,0.2940214971490947,0.19819956308497347,0.5110181873883942,0.29909206157130613
60,3.597403317858361,0.2679380081971972,0.22006235885999575,0.5555662784178672,0.30631340250645067,3.8062239985599695,0.287778277125878,0.19514098963314613,0.5100634347773477,0.2951803936590792
61,3.5933598185933295,0.26709176321156686,0.2183102988571079,0.5592714184757245,0.3060151085226148,3.811464556281069,0.2873759824505457,0.1912201608250041,0.5093391933383903,0.293306295977898
62,3.597538883753452,0.26815357990486555,0.21758059018505493,0.5590668942649962,0.30610704688896745,3.8133946044422755,0.28990412847560937,0.19349075108953454,0.5095997753094721,0.295277906887952
63,3.5853661329236037,0.2679900238619909,0.22180534893366177,0.5559480953164061,0.3071077681815423,3.804532412056611,0.2926380286468341,0.19226575691418102,0.5110297414051681,0.2961674625054397
64,3.583211401558179,0.27156670556124535,0.22619727017663074,0.5632927096236162,0.3117641322198737,3.807077043895781,0.283478754152728,0.1895518875119506,0.5074486222850005,0.29070198112287154
65,3.5722594689873635,0.27223734694787777,0.22378892909078246,0.5603476982422712,0.3104800500639183,3.807733237186325,0.28324595184071355,0.18890808839783607,0.5077046888932053,0.2904025538740609
66,3.573166459084841,0.27051885730907776,0.2216539029547772,0.5581105219767535,0.3084912085008927,3.806576985807805,0.2815112034980503,0.1943997873417232,0.5091498326792444,0.29219436287175826
67,3.570190243509223,0.27137813284452905,0.22385561353660588,0.5606782370717351,0.310229145966801,3.806919799044125,0.28244197108882896,0.19335350468643014,0.5098086582728221,0.29227992196466807
68,3.568408810755446,0.2738030515975484,0.22349867700829126,0.559218147454697,0.3107643209332753,3.813207235663108,0.28558690238582257,0.1831791107212306,0.5071661464955984,0.28893963454194094
69,3.561107971915326,0.273546435209753,0.22508968609962646,0.5577959931757193,0.3110136471588957,3.7999564405542294,0.2930654917659749,0.1888110209602425,0.5102234455777921,0.2947952942060454
70,3.564169707946469,0.27259615417383926,0.22211015157935537,0.5640001587504582,0.3106825540513695,3.802473659455962,0.2896883354217024,0.18680635668882045,0.5098990034745907,0.2925776775391273
71,3.5554564415044774,0.2718360854402334,0.22497425980178662,0.5603588090487411,0.3107958999065562,3.8060610613718953,0.28926094302072236,0.18620118971327418,0.5093985191355197,0.29206455692070254
72,3.5453332583965236,0.2747658283866244,0.2257633737389641,0.5605721803540664,0.3123261169210487,3.8005212653091762,0.28635238804031043,0.18775946779029223,0.5086838775857045,0.291381517849382
73,3.5502469839991986,0.2752234879207902,0.22352970167557423,0.5616218092840661,0.31182563769535904,3.8062634557207056,0.28938379083300525,0.19112284436847538,0.5095569362784782,0.29411404133628793
74,3.5419446130139027,0.2743741520510798,0.22701246374123696,0.5641681190192859,0.3133882701207839,3.807545017230548,0.2878491388430152,0.1901125045906114,0.5093673479539771,0.2930581269642461
75,3.5443676858699176,0.27480035592539553,0.22494148023610983,0.562420557293826,0.31238084592336735,3.812714532156971,0.2892114101384954,0.1882710582638462,0.509229762191015,0.29283893979913966
76,3.5434391594189814,0.2759840457651892,0.22653025363834867,0.5624822468481505,0.3135021691310453,3.806041383297644,0.2887973455508993,0.18905886542814224,0.5086635584527575,0.2928751960821681
77,3.5432351299121594,0.2764552637249201,0.22608810151767558,0.5666863457852968,0.31435461525409764,3.8146998117274586,0.2878987788239209,0.18948266632897037,0.5081476118416492,0.29258210042948635
78,3.5406152775278,0.2773600660710121,0.22911425879511288,0.5644950068470529,0.3154887313158606,3.8058002359027805,0.28670320891270357,0.1867374774946753,0.5079026818637339,0.29095681093569836
79,3.5432490671627614,0.27698201895268015,0.22949129637853352,0.5623049700540039,0.31505032014328627,3.8117362539344857,0.28577722883988144,0.1898984096445901,0.5075398591760768,0.291778227229004
80,3.5332370801697186,0.27585898936309583,0.22730861472412195,0.5625718133216813,0.3137814042992234,3.806726590866612,0.28951862438241943,0.18711226688574076,0.5081319408763697,0.292278744682538
81,3.5407419374139923,0.2759446265932825,0.22662485865756893,0.5631716612072819,0.31366212634179697,3.802775690488726,0.28714227396338976,0.18940434782623078,0.5077273226239297,0.2921641132406342
82,3.5319823956906715,0.27655391984789374,0.2278133616309105,0.5669140594195826,0.31512972447543824,3.8068971871586976,0.28940481094111725,0.1910459975294775,0.5078856449063235,0.2937574523695026
83,3.52967370098725,0.2792681045429063,0.22511729072003703,0.5667653321872124,0.3151072245426198,3.8053984107258163,0.2896565704950581,0.19012434069440584,0.5082063874475038,0.2935536419652863
84,3.5268535784725223,0.2779757074476038,0.22560478157979955,0.5636134204923557,0.3141548797094325,3.809545251067925,0.28900323048299176,0.19053315439256893,0.5082031432161929,0.29345518259346287
